"FRAUDFOUND","WEEKOFMONTH","DAYOFWEEK","MAKE","ACCIDENTAREA","DAYOFWEEKCLAIMED","MONTHCLAIMED","WEEKOFMONTHCLAIMED","SEX","MARITALSTATUS","FAULT","VEHICLECATEGORY","VEHICLEPRICE","POLICYNUMBER","REPNUMBER","DEDUCTIBLE","DRIVERRATING","DAYS:POLICY-ACCIDENT","DAYS:POLICY-CLAIM","PASTNUMBEROFCLAIMS","AGEOFVEHICLE","AGEOFPOLICYHOLDER","POLICEREPORTFILED","WITNESSPRESENT","AGENTTYPE","NUMBEROFSUPPLIMENTS","ADDRESSCHANGE-CLAIM","NUMBEROFCARS","BASEPOLICY"
"No",4,"Monday","Chevrolet","Urban","Tuesday","May",5,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",704,4,400,3,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Thursday","Toyota","Urban","Tuesday","May",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",709,16,400,4,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",3,"Thursday","Toyota","Urban","Wednesday","Feb",2,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",714,14,400,4,"morethan30","morethan30","2to4","5years","31to35","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",1,"Friday","Saab","Urban","Thursday","Mar",2,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",739,9,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","3to4","Liability"
"Yes",4,"Friday","Dodge","Urban","Tuesday","Feb",1,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",758,16,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Saturday","Toyota","Urban","Wednesday","Jan",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",768,4,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",2,"Monday","Chevrolet","Urban","Monday","Mar",2,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",772,2,400,2,"morethan30","morethan30","2to4","7years","41to50","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Tuesday","Mazda","Rural","Thursday","Feb",4,"Male","Married","PolicyHolder","Utility","more than 69_000",776,8,700,4,"morethan30","morethan30","1","morethan7","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",4,"Sunday","Honda","Urban","Monday","Feb",2,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",787,9,400,2,"morethan30","morethan30","morethan4","5years","26to30","No","No","External","none","nochange","1vehicle","Liability"
"Yes",4,"Sunday","Pontiac","Urban","Wednesday","Jan",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",790,11,400,2,"morethan30","morethan30","none","6years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Sunday","Mazda","Urban","Wednesday","Jan",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",797,6,400,4,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Monday","Chevrolet","Urban","Wednesday","Feb",1,"Female","Single","PolicyHolder","Sedan","more than 69_000",799,6,400,2,"morethan30","morethan30","1","7years","31to35","No","No","External","1to2","4to8years","2vehicles","AllPerils"
"No",5,"Thursday","Honda","Urban","Wednesday","Oct",1,"Male","Married","ThirdParty","Sedan","less than 20_000",802,11,400,4,"morethan30","morethan30","none","morethan7","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",3,"Monday","Honda","Urban","Monday","Jun",3,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",804,9,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",4,"Monday","Mazda","Urban","Monday","Feb",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",814,3,400,1,"morethan30","morethan30","2to4","7years","36to40","Yes","No","External","none","nochange","1vehicle","Collision"
"No",2,"Friday","Toyota","Urban","Monday","Nov",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",821,5,400,3,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","1to2","nochange","3to4","Collision"
"Yes",4,"Monday","Honda","Urban","Tuesday","Feb",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",824,6,400,4,"morethan30","morethan30","none","5years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",4,"Tuesday","Pontiac","Urban","Tuesday","Apr",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",828,14,400,1,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Tuesday","Chevrolet","Urban","Tuesday","Jan",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",831,6,400,3,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",4,"Tuesday","Honda","Urban","Wednesday","Feb",2,"Male","Single","PolicyHolder","Sedan","more than 69_000",845,15,400,3,"morethan30","morethan30","none","new","16to17","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Tuesday","Saab","Urban","Friday","Feb",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",849,2,400,3,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",5,"Sunday","Honda","Urban","Thursday","Feb",1,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",851,1,400,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",2,"Monday","Accura","Rural","Monday","Feb",5,"Male","Married","PolicyHolder","Utility","more than 69_000",856,6,400,1,"morethan30","morethan30","none","morethan7","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",5,"Thursday","Honda","Urban","Monday","Oct",1,"Female","Married","PolicyHolder","Sedan","less than 20_000",866,5,400,2,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Wednesday","Mazda","Urban","Thursday","Dec",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",874,10,400,4,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Thursday","Mazda","Urban","Wednesday","Feb",1,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",882,9,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Friday","Honda","Urban","Monday","Aug",5,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",883,7,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","1to2","4to8years","2vehicles","AllPerils"
"Yes",4,"Thursday","Pontiac","Urban","Wednesday","Apr",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",891,6,400,4,"morethan30","morethan30","none","7years","41to50","No","No","External","none","nochange","1vehicle","Collision"
"Yes",4,"Thursday","Nisson","Rural","Thursday","Feb",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",895,12,400,1,"morethan30","morethan30","2to4","5years","26to30","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Wednesday","Pontiac","Urban","Thursday","Aug",3,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",1121,9,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Thursday","Honda","Urban","Monday","Feb",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1148,5,400,3,"morethan30","morethan30","2to4","6years","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Sunday","Mazda","Urban","Monday","Mar",2,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",1165,4,400,3,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",2,"Friday","Toyota","Urban","Thursday","Feb",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1168,4,400,3,"morethan30","morethan30","1","6years","31to35","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",1,"Monday","Mazda","Urban","Thursday","Dec",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1182,10,400,2,"morethan30","morethan30","none","morethan7","over65","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",2,"Friday","Mazda","Urban","Wednesday","Mar",1,"Male","Single","PolicyHolder","Sport","more than 69_000",1183,2,400,2,"morethan30","morethan30","none","5years","21to25","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",2,"Friday","Toyota","Urban","Monday","Feb",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1192,6,400,4,"morethan30","morethan30","1","morethan7","41to50","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",1,"Friday","Mazda","Urban","Monday","Nov",1,"Female","Married","PolicyHolder","Sport","30_000 to 39_000",1196,16,400,4,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"Yes",2,"Friday","Pontiac","Rural","Friday","Feb",3,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",1200,12,400,3,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Monday","Chevrolet","Urban","Tuesday","Apr",3,"Male","Married","ThirdParty","Sport","more than 69_000",1205,16,400,4,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",5,"Tuesday","Dodge","Urban","Tuesday","Apr",2,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",1210,2,700,2,"morethan30","morethan30","morethan4","7years","36to40","Yes","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",2,"Saturday","Mazda","Urban","Monday","Feb",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1224,9,400,1,"morethan30","morethan30","2to4","7years","51to65","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Sunday","Mazda","Urban","Thursday","Feb",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1232,8,400,3,"morethan30","morethan30","none","7years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Friday","Toyota","Urban","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1249,12,400,1,"morethan30","morethan30","none","7years","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Saturday","Chevrolet","Urban","Wednesday","Dec",2,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",1256,10,400,1,"morethan30","morethan30","1","5years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",3,"Wednesday","Accura","Urban","Thursday","Dec",5,"Male","Married","ThirdParty","Utility","more than 69_000",1285,12,400,4,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",2,"Tuesday","Honda","Urban","Monday","Apr",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",1299,8,400,2,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","none","nochange","1vehicle","Liability"
"No",3,"Thursday","Pontiac","Urban","Thursday","Aug",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1327,14,500,4,"morethan30","morethan30","morethan4","7years","41to50","No","No","External","1to2","2to3years","1vehicle","Collision"
"Yes",3,"Thursday","Honda","Urban","Friday","Feb",3,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",1339,16,400,3,"morethan30","morethan30","1","6years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"No",1,"Friday","Mazda","Urban","Tuesday","Aug",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1362,15,400,4,"morethan30","morethan30","2to4","7years","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",4,"Saturday","Honda","Urban","Thursday","Aug",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1364,10,400,1,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","none","nochange","1vehicle","Collision"
"No",4,"Tuesday","Toyota","Urban","Sunday","May",1,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",1394,10,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Saturday","Toyota","Rural","Friday","Apr",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1395,9,400,3,"morethan30","morethan30","1","morethan7","51to65","No","No","External","morethan5","nochange","3to4","Collision"
"Yes",3,"Saturday","Pontiac","Urban","Monday","Mar",3,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",1397,12,400,2,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",3,"Saturday","Pontiac","Urban","Wednesday","Mar",1,"Female","Single","PolicyHolder","Sport","20_000 to 29_000",1419,16,400,3,"morethan30","morethan30","1","5years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Sunday","Pontiac","Rural","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","less than 20_000",1425,4,400,4,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Sunday","Toyota","Urban","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1427,9,700,3,"morethan30","morethan30","1","7years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Sunday","Toyota","Urban","Friday","Mar",3,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",1429,10,500,2,"morethan30","morethan30","none","6years","31to35","No","No","External","none","2to3years","2vehicles","AllPerils"
"No",3,"Monday","Ford","Rural","Tuesday","Oct",3,"Male","Married","ThirdParty","Sedan","40_000 to 59_000",1430,14,400,1,"morethan30","morethan30","none","morethan7","41to50","No","Yes","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",3,"Sunday","Chevrolet","Rural","Tuesday","Oct",2,"Male","Married","PolicyHolder","Sedan","more than 69_000",1437,16,400,4,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",5,"Tuesday","Accura","Urban","Friday","Nov",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1441,5,400,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",4,"Monday","Honda","Urban","Tuesday","Feb",4,"Male","Single","PolicyHolder","Sedan","more than 69_000",1457,9,400,3,"morethan30","morethan30","2to4","new","16to17","No","No","External","none","1year","1vehicle","AllPerils"
"No",1,"Thursday","Toyota","Urban","Thursday","Feb",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",1458,2,700,4,"morethan30","morethan30","2to4","7years","41to50","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",4,"Sunday","Pontiac","Urban","Monday","Nov",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",1474,10,400,1,"morethan30","morethan30","2to4","6years","26to30","No","No","Internal","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Tuesday","Accura","Urban","Friday","Apr",4,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",1482,10,400,4,"morethan30","morethan30","2to4","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Tuesday","Honda","Urban","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","more than 69_000",1484,7,400,1,"morethan30","morethan30","2to4","7years","36to40","No","No","External","none","nochange","1vehicle","AllPerils"
"No",2,"Monday","Toyota","Urban","Tuesday","Mar",3,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",1816,9,400,1,"morethan30","morethan30","2to4","6years","31to35","No","Yes","External","1to2","nochange","1vehicle","Collision"
"No",2,"Wednesday","VW","Urban","Friday","Jan",3,"Male","Married","ThirdParty","Sedan","30_000 to 39_000",1819,16,400,1,"morethan30","morethan30","1","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Tuesday","Toyota","Urban","Thursday","Jun",4,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",1839,6,400,2,"morethan30","morethan30","1","morethan7","51to65","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Friday","Pontiac","Urban","Monday","Jun",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",1842,4,400,3,"morethan30","morethan30","2to4","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",4,"Friday","Honda","Urban","Friday","Mar",1,"Female","Divorced","ThirdParty","Sedan","20_000 to 29_000",1847,9,400,2,"morethan30","morethan30","1","7years","36to40","No","No","External","none","nochange","5to8","AllPerils"
"No",2,"Monday","Toyota","Urban","Tuesday","Jan",2,"Male","Married","ThirdParty","Sport","30_000 to 39_000",1849,10,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","1to2","4to8years","2vehicles","Liability"
